Course,Customer heading,Subject,# copies,Type Current Support,Current year,Latitude,Longitude,Town,Current Seller id,Institution,Titularity,key,churn,change_copies,total_visits,Numer_of_Representatives,Sales ratio per customer,sku_interest,# copies per customer
30,136372.0,60,112,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,30_60_136372.0,0,11.0,9.0,3,582.4634146341464,,2095
27,136372.0,15,119,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,27_15_136372.0,0,-3.0,9.0,3,582.4634146341464,,2095
31,136372.0,13,115,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,31_13_136372.0,0,-3.0,9.0,3,582.4634146341464,,2095
31,136372.0,15,115,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,31_15_136372.0,0,-3.0,9.0,3,582.4634146341464,,2095
31,136372.0,60,115,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,31_60_136372.0,0,-3.0,9.0,3,582.4634146341464,,2095
28,136372.0,13,113,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,28_13_136372.0,0,6.0,9.0,3,582.4634146341464,,2095
31,136372.0,65,115,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,31_65_136372.0,1,-3.0,9.0,3,582.4634146341464,,2095
28,136372.0,60,113,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,28_60_136372.0,0,6.0,9.0,3,582.4634146341464,,2095
28,136372.0,79,113,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,28_79_136372.0,0,6.0,9.0,3,582.4634146341464,,2095
29,136372.0,15,122,1,2016,40.372197,-3.760104,MADRID,208.0,No,Catholic,29_15_136372.0,0,-9.0,9.0,3,582.4634146341464,,2095
30,136377.0,15,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,30_15_136377.0,0,10.0,9.0,3,469.82,,475
30,136377.0,13,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,30_13_136377.0,0,10.0,9.0,3,469.82,,475
30,136377.0,60,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,30_60_136377.0,0,10.0,9.0,3,469.82,,475
27,136377.0,15,14,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,27_15_136377.0,0,11.0,9.0,3,469.82,,475
31,136377.0,13,40,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,31_13_136377.0,0,-15.0,9.0,3,469.82,,475
27,136377.0,60,14,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,27_60_136377.0,0,11.0,9.0,3,469.82,,475
31,136377.0,60,40,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,31_60_136377.0,0,-15.0,9.0,3,469.82,,475
28,136377.0,15,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,28_15_136377.0,0,-9.0,9.0,3,469.82,,475
28,136377.0,13,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,28_13_136377.0,0,-9.0,9.0,3,469.82,,475
28,136377.0,54,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,28_54_136377.0,0,-9.0,9.0,3,469.82,,475
28,136377.0,60,25,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,28_60_136377.0,0,-9.0,9.0,3,469.82,,475
29,136377.0,13,31,1,2016,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,29_13_136377.0,0,-8.0,9.0,3,469.82,,475
26,136378.0,13,49,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,26_13_136378.0,0,3.0,9.0,3,613.75,,987
30,136378.0,15,48,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,30_15_136378.0,0,6.0,9.0,3,613.75,,987
26,136378.0,60,49,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,26_60_136378.0,0,3.0,9.0,3,613.75,,987
30,136378.0,54,48,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,30_54_136378.0,0,6.0,9.0,3,613.75,,987
27,136378.0,15,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,27_15_136378.0,0,-2.0,9.0,3,613.75,,987
27,136378.0,13,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,27_13_136378.0,0,-2.0,9.0,3,613.75,,987
31,136378.0,13,58,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,31_13_136378.0,0,-8.0,9.0,3,613.75,,987
27,136378.0,54,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,27_54_136378.0,0,-2.0,9.0,3,613.75,,987
31,136378.0,60,58,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,31_60_136378.0,0,-8.0,9.0,3,613.75,,987
27,136378.0,79,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,27_79_136378.0,0,-2.0,9.0,3,613.75,,987
28,136378.0,15,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,28_15_136378.0,0,0.0,9.0,3,613.75,,987
31,136378.0,79,58,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,31_79_136378.0,0,-8.0,9.0,3,613.75,,987
28,136378.0,54,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,28_54_136378.0,0,0.0,9.0,3,613.75,,987
28,136378.0,79,52,1,2016,40.242364,-3.704871,PINTO,189.0,No,Catholic,28_79_136378.0,0,0.0,9.0,3,613.75,,987
29,136384.0,60,57,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,29_60_136384.0,0,-1.0,9.0,3,582.4634146341464,,1275
26,136384.0,15,49,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,26_15_136384.0,0,7.0,9.0,3,582.4634146341464,,1275
26,136384.0,13,49,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,26_13_136384.0,0,7.0,9.0,3,582.4634146341464,,1275
26,136384.0,54,49,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,26_54_136384.0,0,7.0,9.0,3,582.4634146341464,,1275
27,136384.0,13,60,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,27_13_136384.0,0,-9.0,9.0,3,582.4634146341464,,1275
31,136384.0,13,54,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_13_136384.0,0,-2.0,9.0,3,582.4634146341464,,1275
30,136384.0,79,56,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,30_79_136384.0,0,2.0,9.0,3,582.4634146341464,,1275
27,136384.0,54,60,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,27_54_136384.0,0,-9.0,9.0,3,582.4634146341464,,1275
31,136384.0,54,54,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_54_136384.0,0,-2.0,9.0,3,582.4634146341464,,1275
28,136384.0,13,57,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_13_136384.0,0,3.0,9.0,3,582.4634146341464,,1275
27,136384.0,79,60,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,27_79_136384.0,0,-9.0,9.0,3,582.4634146341464,,1275
28,136384.0,15,57,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_15_136384.0,0,3.0,9.0,3,582.4634146341464,,1275
28,136384.0,54,57,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_54_136384.0,0,3.0,9.0,3,582.4634146341464,,1275
29,136384.0,15,57,1,2016,40.41026,-3.610935,MADRID,208.0,No,Catholic,29_15_136384.0,0,-1.0,9.0,3,582.4634146341464,,1275
29,136387.0,79,77,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_79_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
30,136387.0,15,74,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_15_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
30,136387.0,13,74,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_13_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
26,136387.0,54,77,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_54_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
26,136387.0,60,77,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_60_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
30,136387.0,54,74,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_54_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
30,136387.0,65,74,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_65_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
27,136387.0,15,72,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_15_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
27,136387.0,13,72,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_13_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
31,136387.0,15,68,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,31_15_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
31,136387.0,13,68,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,31_13_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
27,136387.0,54,72,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_54_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
27,136387.0,60,72,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_60_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
31,136387.0,54,68,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,31_54_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
27,136387.0,79,72,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_79_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
28,136387.0,15,78,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_15_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
31,136387.0,79,68,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,31_79_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
28,136387.0,54,78,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_54_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
29,136387.0,13,77,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_13_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
28,136387.0,79,78,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_79_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
29,136387.0,15,77,1,2016,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_15_136387.0,0,0.0,9.0,2,823.8474576271186,,2076
26,136389.0,79,82,1,2016,40.432939,-3.68268,MADRID,157.0,No,Catholic,26_79_136389.0,0,-2.0,9.0,3,716.7727272727273,,388
31,136389.0,60,75,1,2016,40.432939,-3.68268,MADRID,157.0,No,Catholic,31_60_136389.0,0,8.0,9.0,3,716.7727272727273,,388
27,136389.0,79,80,1,2016,40.432939,-3.68268,MADRID,157.0,No,Catholic,27_79_136389.0,0,2.0,9.0,3,716.7727272727273,,388
31,136389.0,79,75,1,2016,40.432939,-3.68268,MADRID,157.0,No,Catholic,31_79_136389.0,0,8.0,9.0,3,716.7727272727273,,388
28,136389.0,79,76,1,2016,40.432939,-3.68268,MADRID,157.0,No,Catholic,28_79_136389.0,0,4.0,9.0,3,716.7727272727273,,388
29,136390.0,60,88,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,29_60_136390.0,0,0.0,9.0,3,499.5,,772
26,136390.0,60,87,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,26_60_136390.0,0,0.0,9.0,3,499.5,,772
30,136390.0,60,87,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,30_60_136390.0,0,0.0,9.0,3,499.5,,772
27,136390.0,60,84,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,27_60_136390.0,0,0.0,9.0,3,499.5,,772
27,136390.0,54,84,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,27_54_136390.0,0,0.0,9.0,3,499.5,,772
31,136390.0,60,87,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,31_60_136390.0,0,0.0,9.0,3,499.5,,772
31,136390.0,54,87,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,31_54_136390.0,0,0.0,9.0,3,499.5,,772
28,136390.0,60,84,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,28_60_136390.0,0,0.0,9.0,3,499.5,,772
28,136390.0,54,84,1,2016,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,28_54_136390.0,0,0.0,9.0,3,499.5,,772
29,136393.0,60,29,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,29_60_136393.0,1,10.0,9.0,3,823.8474576271186,,435
26,136393.0,13,34,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,26_13_136393.0,0,2.0,9.0,3,823.8474576271186,,435
30,136393.0,15,42,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_15_136393.0,0,3.0,9.0,3,823.8474576271186,,435
26,136393.0,54,34,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,26_54_136393.0,0,2.0,9.0,3,823.8474576271186,,435
27,136393.0,15,20,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,27_15_136393.0,0,19.0,9.0,3,823.8474576271186,,435
27,136393.0,54,20,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,27_54_136393.0,0,19.0,9.0,3,823.8474576271186,,435
31,136393.0,60,44,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,31_60_136393.0,0,0.0,9.0,3,823.8474576271186,,435
31,136393.0,54,44,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,31_54_136393.0,0,0.0,9.0,3,823.8474576271186,,435
28,136393.0,13,35,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,28_13_136393.0,0,-10.0,9.0,3,823.8474576271186,,435
29,136393.0,13,29,1,2016,40.432628,-3.671239,MADRID,161.0,No,Catholic,29_13_136393.0,0,10.0,9.0,3,823.8474576271186,,435
26,136395.0,79,56,1,2016,40.305539,-3.728112,GETAFE,161.0,No,Catholic,26_79_136395.0,0,1.0,9.0,2,823.8474576271186,,286
30,136395.0,79,60,1,2016,40.305539,-3.728112,GETAFE,161.0,No,Catholic,30_79_136395.0,0,-5.0,9.0,2,823.8474576271186,,286
31,136395.0,79,58,1,2016,40.305539,-3.728112,GETAFE,161.0,No,Catholic,31_79_136395.0,0,2.0,9.0,2,823.8474576271186,,286
28,136395.0,79,57,1,2016,40.305539,-3.728112,GETAFE,161.0,No,Catholic,28_79_136395.0,0,-1.0,9.0,2,823.8474576271186,,286
29,136403.0,60,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_60_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
26,136403.0,15,59,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_15_136403.0,0,-3.0,9.0,5,367.63829787234044,,1428
29,136403.0,79,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_79_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
30,136403.0,13,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_13_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
30,136403.0,15,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_15_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
30,136403.0,54,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_54_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
30,136403.0,65,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_65_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
30,136403.0,60,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_60_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
26,136403.0,79,59,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_79_136403.0,0,-3.0,9.0,5,367.63829787234044,,1428
27,136403.0,15,58,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_15_136403.0,0,-1.0,9.0,5,367.63829787234044,,1428
30,136403.0,79,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_79_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
31,136403.0,13,55,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,31_13_136403.0,0,2.0,9.0,5,367.63829787234044,,1428
27,136403.0,60,58,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_60_136403.0,0,-1.0,9.0,5,367.63829787234044,,1428
27,136403.0,54,58,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_54_136403.0,0,-1.0,9.0,5,367.63829787234044,,1428
31,136403.0,60,55,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,31_60_136403.0,0,2.0,9.0,5,367.63829787234044,,1428
28,136403.0,15,56,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,28_15_136403.0,0,3.0,9.0,5,367.63829787234044,,1428
31,136403.0,79,55,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,31_79_136403.0,0,2.0,9.0,5,367.63829787234044,,1428
28,136403.0,79,56,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,28_79_136403.0,0,3.0,9.0,5,367.63829787234044,,1428
29,136403.0,15,57,1,2016,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_15_136403.0,0,0.0,9.0,5,367.63829787234044,,1428
29,136404.0,60,55,1,2016,40.406362,-3.68018,MADRID,189.0,No,Catholic,29_60_136404.0,0,3.0,9.0,5,613.75,,221
30,136404.0,60,54,1,2016,40.406362,-3.68018,MADRID,189.0,No,Catholic,30_60_136404.0,0,-1.0,9.0,5,613.75,,221
29,136405.0,60,50,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_60_136405.0,0,8.0,9.0,2,823.8474576271186,,1478
26,136405.0,13,57,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_13_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
30,136405.0,13,58,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,30_13_136405.0,0,-6.0,9.0,2,823.8474576271186,,1478
30,136405.0,15,58,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,30_15_136405.0,0,-6.0,9.0,2,823.8474576271186,,1478
26,136405.0,60,57,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_60_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
26,136405.0,54,57,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_54_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
27,136405.0,15,53,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,27_15_136405.0,0,2.0,9.0,2,823.8474576271186,,1478
31,136405.0,15,54,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_15_136405.0,0,3.0,9.0,2,823.8474576271186,,1478
31,136405.0,65,54,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_65_136405.0,0,3.0,9.0,2,823.8474576271186,,1478
28,136405.0,15,56,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_15_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
27,136405.0,79,53,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,27_79_136405.0,0,2.0,9.0,2,823.8474576271186,,1478
28,136405.0,54,56,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_54_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
28,136405.0,65,56,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_65_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
28,136405.0,60,56,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_60_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
29,136405.0,13,50,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_13_136405.0,0,8.0,9.0,2,823.8474576271186,,1478
29,136405.0,15,50,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_15_136405.0,0,8.0,9.0,2,823.8474576271186,,1478
28,136405.0,79,56,1,2016,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_79_136405.0,0,-4.0,9.0,2,823.8474576271186,,1478
28,136407.0,60,99,1,2016,40.443118,-3.876458,LAS ROZAS DE MADRID,116.0,No,Private,28_60_136407.0,0,-20.0,9.0,2,593.1632653061224,,296
27,136415.0,65,17,1,2016,40.463532,-3.686751,MADRID,189.0,Yes,Private,27_65_136415.0,1,9.0,9.0,2,613.75,,17
27,136423.0,15,48,1,2016,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_15_136423.0,0,-2.0,9.0,3,582.4634146341464,,469
26,136423.0,79,52,1,2016,40.46072,-3.661946,MADRID,208.0,No,Catholic,26_79_136423.0,0,-3.0,9.0,3,582.4634146341464,,469
30,136423.0,79,50,1,2016,40.46072,-3.661946,MADRID,208.0,No,Catholic,30_79_136423.0,0,1.0,9.0,3,582.4634146341464,,469
28,136423.0,15,57,1,2016,40.46072,-3.661946,MADRID,208.0,No,Catholic,28_15_136423.0,0,-6.0,9.0,3,582.4634146341464,,469
29,136424.0,54,75,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_54_136424.0,0,3.0,9.0,4,469.82,,1168
30,136424.0,13,68,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,30_13_136424.0,0,10.0,9.0,4,469.82,,1168
30,136424.0,60,68,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,30_60_136424.0,0,10.0,9.0,4,469.82,,1168
26,136424.0,79,55,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,26_79_136424.0,0,17.0,9.0,4,469.82,,1168
27,136424.0,13,71,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_13_136424.0,0,-11.0,9.0,4,469.82,,1168
31,136424.0,13,81,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,31_13_136424.0,0,-5.0,9.0,4,469.82,,1168
30,136424.0,79,68,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,30_79_136424.0,0,10.0,9.0,4,469.82,,1168
27,136424.0,54,71,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_54_136424.0,0,-11.0,9.0,4,469.82,,1168
27,136424.0,79,71,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_79_136424.0,0,-11.0,9.0,4,469.82,,1168
28,136424.0,13,78,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,28_13_136424.0,0,-3.0,9.0,4,469.82,,1168
28,136424.0,15,78,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,28_15_136424.0,0,-3.0,9.0,4,469.82,,1168
28,136424.0,54,78,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,28_54_136424.0,0,-3.0,9.0,4,469.82,,1168
29,136424.0,13,75,1,2016,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_13_136424.0,0,3.0,9.0,4,469.82,,1168
29,136428.0,54,26,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,29_54_136428.0,0,5.0,9.0,2,613.75,,681
29,136428.0,60,26,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,29_60_136428.0,0,5.0,9.0,2,613.75,,681
26,136428.0,13,33,2,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,26_13_136428.0,0,-11.0,9.0,2,613.75,,681
26,136428.0,54,33,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,26_54_136428.0,0,-11.0,9.0,2,613.75,,681
30,136428.0,54,35,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_54_136428.0,0,-9.0,9.0,2,613.75,,681
30,136428.0,60,35,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_60_136428.0,0,-9.0,9.0,2,613.75,,681
27,136428.0,13,24,2,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,27_13_136428.0,0,10.0,9.0,2,613.75,,681
31,136428.0,13,41,2,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,31_13_136428.0,0,-6.0,9.0,2,613.75,,681
30,136428.0,79,19,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_79_136428.0,0,1.0,9.0,2,613.75,,681
27,136428.0,60,24,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,27_60_136428.0,0,10.0,9.0,2,613.75,,681
31,136428.0,60,41,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,31_60_136428.0,0,-6.0,9.0,2,613.75,,681
28,136428.0,13,31,2,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,28_13_136428.0,0,-10.0,9.0,2,613.75,,681
28,136428.0,54,31,1,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,28_54_136428.0,0,-10.0,9.0,2,613.75,,681
29,136428.0,15,26,2,2016,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,29_15_136428.0,0,5.0,9.0,2,613.75,,681
26,136430.0,60,52,1,2016,40.450467,-3.646782,MADRID,208.0,Yes,Private,26_60_136430.0,0,8.0,9.0,2,582.4634146341464,,377
30,136430.0,60,52,1,2016,40.450467,-3.646782,MADRID,208.0,Yes,Private,30_60_136430.0,0,8.0,9.0,2,582.4634146341464,,377
30,136430.0,54,52,1,2016,40.450467,-3.646782,MADRID,208.0,Yes,Private,30_54_136430.0,0,8.0,9.0,2,582.4634146341464,,377
31,136430.0,60,52,1,2016,40.450467,-3.646782,MADRID,208.0,Yes,Private,31_60_136430.0,0,8.0,9.0,2,582.4634146341464,,377
31,136430.0,54,52,1,2016,40.450467,-3.646782,MADRID,208.0,Yes,Private,31_54_136430.0,0,8.0,9.0,2,582.4634146341464,,377
28,136430.0,54,65,1,2016,40.450467,-3.646782,MADRID,208.0,Yes,Private,28_54_136430.0,0,-5.0,9.0,2,582.4634146341464,,377
26,136431.0,15,138,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,26_15_136431.0,0,-3.0,9.0,2,613.75,,2198
30,136431.0,13,96,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_13_136431.0,1,6.0,9.0,2,613.75,,2198
29,136431.0,79,102,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,29_79_136431.0,0,35.0,9.0,2,613.75,,2198
30,136431.0,15,96,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_15_136431.0,1,6.0,9.0,2,613.75,,2198
26,136431.0,65,138,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,26_65_136431.0,1,-3.0,9.0,2,613.75,,2198
30,136431.0,60,96,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_60_136431.0,0,6.0,9.0,2,613.75,,2198
30,136431.0,54,96,1,2016,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_54_136431.0,0,6.0,9.0,2,613.75,,2198
